car_id,transmission_type,engine_size_cm3,fuel_type,powertrain,CO2_emission
3706,Automatic,1332,Petrol,Internal Combustion Engine (ICE),149
3707,Manual,1332,Petrol,Internal Combustion Engine (ICE),131
3708,Manual,1332,Petrol,Internal Combustion Engine (ICE),147
3709,Automatic,1950,Diesel,Internal Combustion Engine (ICE),129
3710,Automatic,1950,Diesel,Internal Combustion Engine (ICE),144
3711,Manual,1950,Diesel,Internal Combustion Engine (ICE),124
3712,Manual,1950,Diesel,Internal Combustion Engine (ICE),139
3713,Automatic,1332,Petrol,Internal Combustion Engine (ICE),133
3714,Automatic,1332,Petrol,Internal Combustion Engine (ICE),150
3715,Manual,1332,Petrol,Internal Combustion Engine (ICE),131
3716,Manual,1332,Petrol,Internal Combustion Engine (ICE),148
3717,Automatic,1950,Diesel,Internal Combustion Engine (ICE),125
3718,Automatic,1950,Diesel,Internal Combustion Engine (ICE),141
3719,Automatic,1950,Diesel,Internal Combustion Engine (ICE),127
3720,Automatic,1950,Diesel,Internal Combustion Engine (ICE),142
3721,Automatic,1991,Petrol,Internal Combustion Engine (ICE),149
3722,Automatic,1991,Petrol,Internal Combustion Engine (ICE),167
3723,Automatic,1991,Petrol,Internal Combustion Engine (ICE),176
3724,Automatic,1991,Petrol,Internal Combustion Engine (ICE),187
3725,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),21
3726,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),30
3727,Automatic,3982,Petrol,Internal Combustion Engine (ICE),291
3728,Automatic,3982,Petrol,Internal Combustion Engine (ICE),302
3729,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
3730,Automatic,1332,Petrol,Internal Combustion Engine (ICE),154
3731,Automatic,1950,Diesel,Internal Combustion Engine (ICE),134
3732,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150
3733,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
3734,Automatic,1332,Petrol,Internal Combustion Engine (ICE),154
3735,Automatic,1950,Diesel,Internal Combustion Engine (ICE),130
3736,Automatic,1950,Diesel,Internal Combustion Engine (ICE),148
3737,Automatic,1950,Diesel,Internal Combustion Engine (ICE),132
3738,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150
3739,Automatic,1991,Petrol,Internal Combustion Engine (ICE),155
3740,Automatic,1991,Petrol,Internal Combustion Engine (ICE),174
3741,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),25
3742,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),32
3743,Automatic,1950,Diesel,Internal Combustion Engine (ICE),149
3744,Automatic,1950,Diesel,Internal Combustion Engine (ICE),171
3745,Automatic,2996,Petrol,Internal Combustion Engine (ICE),227
3746,Automatic,2996,Petrol,Internal Combustion Engine (ICE),234
3747,Automatic,3982,Petrol,Internal Combustion Engine (ICE),253
3748,Automatic,3982,Petrol,Internal Combustion Engine (ICE),259
3749,Automatic,1950,Diesel,Internal Combustion Engine (ICE),137
3750,Automatic,1950,Diesel,Internal Combustion Engine (ICE),157
3751,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),161
3752,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),185
3753,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),165
3754,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),186
3755,Automatic,2996,Petrol,Internal Combustion Engine (ICE),219
3756,Automatic,2996,Petrol,Internal Combustion Engine (ICE),228
3757,Automatic,3982,Petrol,Internal Combustion Engine (ICE),244
3758,Automatic,3982,Petrol,Internal Combustion Engine (ICE),251
3759,Automatic,1950,Diesel,Internal Combustion Engine (ICE),130
3760,Automatic,1950,Diesel,Internal Combustion Engine (ICE),149
3761,Automatic,1950,Diesel,Internal Combustion Engine (ICE),147
3762,Automatic,1950,Diesel,Internal Combustion Engine (ICE),167
3763,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),148
3764,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),177
3765,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),156
3766,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),177
3767,Automatic,2996,Petrol,Internal Combustion Engine (ICE),225
3768,Automatic,2996,Petrol,Internal Combustion Engine (ICE),233
3769,Automatic,3982,Petrol,Internal Combustion Engine (ICE),249
3770,Automatic,3982,Petrol,Internal Combustion Engine (ICE),255
3771,Automatic,1950,Diesel,Internal Combustion Engine (ICE),134
3772,Automatic,1950,Diesel,Internal Combustion Engine (ICE),155
3773,Automatic,1950,Diesel,Internal Combustion Engine (ICE),146
3774,Automatic,1950,Diesel,Internal Combustion Engine (ICE),169
3775,Automatic,1950,Diesel,Internal Combustion Engine (ICE),151
3776,Automatic,1950,Diesel,Internal Combustion Engine (ICE),174
3777,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160
3778,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),185
3779,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),164
3780,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),186
3781,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),32
3782,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),42
3783,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),36
3784,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),46
3785,Automatic,2996,Petrol,Internal Combustion Engine (ICE),220
3786,Automatic,2996,Petrol,Internal Combustion Engine (ICE),228
3787,Automatic,3982,Petrol,Internal Combustion Engine (ICE),242
3788,Automatic,3982,Petrol,Internal Combustion Engine (ICE),249
3789,Automatic,1497,Petrol,Internal Combustion Engine (ICE),155
3790,Automatic,1497,Petrol,Internal Combustion Engine (ICE),177
3791,Automatic,1950,Diesel,Internal Combustion Engine (ICE),128
3792,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150
3793,Automatic,1950,Diesel,Internal Combustion Engine (ICE),141
3794,Automatic,1950,Diesel,Internal Combustion Engine (ICE),164
3795,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),149
3796,Automatic,1497,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),174
3797,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),159
3798,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),174
3799,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),30
3800,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),40
3801,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),34
3802,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),44
3803,Automatic,1991,Petrol,Internal Combustion Engine (ICE),177
3804,Automatic,1991,Petrol,Internal Combustion Engine (ICE),188
3805,Automatic,1991,Petrol,Internal Combustion Engine (ICE),194
3806,Automatic,1991,Petrol,Internal Combustion Engine (ICE),203
3807,Automatic,1332,Petrol,Internal Combustion Engine (ICE),134
3808,Automatic,1332,Petrol,Internal Combustion Engine (ICE),150
3809,Automatic,1332,Petrol,Internal Combustion Engine (ICE),134
3810,Automatic,1332,Petrol,Internal Combustion Engine (ICE),150
3811,Automatic,1950,Diesel,Internal Combustion Engine (ICE),128
3812,Automatic,1950,Diesel,Internal Combustion Engine (ICE),143
3813,Automatic,1991,Petrol,Internal Combustion Engine (ICE),150
3814,Automatic,1991,Petrol,Internal Combustion Engine (ICE),166
3815,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),22
3816,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),29
3817,Automatic,1991,Petrol,Internal Combustion Engine (ICE),182
3818,Automatic,1991,Petrol,Internal Combustion Engine (ICE),193
3819,Automatic,1991,Petrol,Internal Combustion Engine (ICE),198
3820,Automatic,1991,Petrol,Internal Combustion Engine (ICE),207
3821,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
3822,Automatic,1332,Petrol,Internal Combustion Engine (ICE),153
3823,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
3824,Automatic,1332,Petrol,Internal Combustion Engine (ICE),154
3825,Automatic,1950,Diesel,Internal Combustion Engine (ICE),131
3826,Automatic,1950,Diesel,Internal Combustion Engine (ICE),147
3827,Automatic,1991,Petrol,Internal Combustion Engine (ICE),153
3828,Automatic,1991,Petrol,Internal Combustion Engine (ICE),171
3829,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),25
3830,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),31
3831,Automatic,2925,Diesel,Internal Combustion Engine (ICE),178
3832,Automatic,2925,Diesel,Internal Combustion Engine (ICE),197
3833,Automatic,1950,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),161
3834,Automatic,1950,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),183
3835,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),172
3836,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),195
3837,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),183
3838,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),207
3839,Automatic,1950,Diesel,Internal Combustion Engine (ICE),144
3840,Automatic,1950,Diesel,Internal Combustion Engine (ICE),167
3841,Automatic,2925,Diesel,Internal Combustion Engine (ICE),178
3842,Automatic,2925,Diesel,Internal Combustion Engine (ICE),198
3843,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),212
3844,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),220
3845,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),170
3846,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),195
3847,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),156
3848,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),176
3849,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),192
3850,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),212
3851,Automatic,1950,Diesel,Internal Combustion Engine (ICE),137
3852,Automatic,1950,Diesel,Internal Combustion Engine (ICE),162
3853,Automatic,2925,Diesel,Internal Combustion Engine (ICE),175
3854,Automatic,2925,Diesel,Internal Combustion Engine (ICE),195
3855,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),207
3856,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),217
3857,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),162
3858,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),188
3859,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),151
3860,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),173
3861,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),186
3862,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),207
3863,Automatic,3982,Petrol,Internal Combustion Engine (ICE),276
3864,Automatic,3982,Petrol,Internal Combustion Engine (ICE),286
3865,Automatic,2925,Diesel,Internal Combustion Engine (ICE),177
3866,Automatic,2925,Diesel,Internal Combustion Engine (ICE),199
3867,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),210
3868,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),221
3869,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),169
3870,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),197
3871,Automatic,1950,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),145
3872,Automatic,1950,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),170
3873,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),154
3874,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),176
3875,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),35
3876,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),38
3877,Automatic,3982,Petrol,Internal Combustion Engine (ICE),270
3878,Automatic,3982,Petrol,Internal Combustion Engine (ICE),281
3879,Automatic,1950,Diesel,Internal Combustion Engine (ICE),136
3880,Automatic,1950,Diesel,Internal Combustion Engine (ICE),163
3881,Automatic,2925,Diesel,Internal Combustion Engine (ICE),172
3882,Automatic,2925,Diesel,Internal Combustion Engine (ICE),194
3883,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),207
3884,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),218
3885,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160
3886,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),189
3887,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),150
3888,Automatic,1992,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),172
3889,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),186
3890,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),210
3891,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),32
3892,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),36
3893,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),34
3894,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),41
3895,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3896,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3897,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3898,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3899,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3900,Automatic,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),0
3901,Automatic,1991,Petrol,Internal Combustion Engine (ICE),189
3902,Automatic,1991,Petrol,Internal Combustion Engine (ICE),202
3903,Automatic,1991,Petrol,Internal Combustion Engine (ICE),214
3904,Automatic,1991,Petrol,Internal Combustion Engine (ICE),225
3905,Automatic,1332,Petrol,Internal Combustion Engine (ICE),148
3906,Automatic,1332,Petrol,Internal Combustion Engine (ICE),167
3907,Automatic,1332,Petrol,Internal Combustion Engine (ICE),148
3908,Automatic,1332,Petrol,Internal Combustion Engine (ICE),167
3909,Automatic,1950,Diesel,Internal Combustion Engine (ICE),138
3910,Automatic,1950,Diesel,Internal Combustion Engine (ICE),152
3911,Automatic,1950,Diesel,Internal Combustion Engine (ICE),144
3912,Automatic,1950,Diesel,Internal Combustion Engine (ICE),160
3913,Automatic,1950,Diesel,Internal Combustion Engine (ICE),145
3914,Automatic,1950,Diesel,Internal Combustion Engine (ICE),161
3915,Automatic,1991,Petrol,Internal Combustion Engine (ICE),167
3916,Automatic,1991,Petrol,Internal Combustion Engine (ICE),184
3917,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),30
3918,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),38
3919,Automatic,1991,Petrol,Internal Combustion Engine (ICE),194
3920,Automatic,1991,Petrol,Internal Combustion Engine (ICE),207
3921,Automatic,1332,Petrol,Internal Combustion Engine (ICE),157
3922,Automatic,1332,Petrol,Internal Combustion Engine (ICE),175
3923,Automatic,1950,Diesel,Internal Combustion Engine (ICE),143
3924,Automatic,1950,Diesel,Internal Combustion Engine (ICE),158
3925,Automatic,1950,Diesel,Internal Combustion Engine (ICE),149
3926,Automatic,1950,Diesel,Internal Combustion Engine (ICE),166
3927,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150
3928,Automatic,1950,Diesel,Internal Combustion Engine (ICE),167
3929,Automatic,1991,Petrol,Internal Combustion Engine (ICE),175
3930,Automatic,1991,Petrol,Internal Combustion Engine (ICE),192
3931,Automatic,1991,Petrol,Internal Combustion Engine (ICE),178
3932,Automatic,1991,Petrol,Internal Combustion Engine (ICE),197
3933,Automatic,2996,Petrol,Internal Combustion Engine (ICE),232
3934,Automatic,2996,Petrol,Internal Combustion Engine (ICE),247
3935,Automatic,3982,Petrol,Internal Combustion Engine (ICE),288
3936,Automatic,3982,Petrol,Internal Combustion Engine (ICE),299
3937,Automatic,3982,Petrol,Internal Combustion Engine (ICE),293
3938,Automatic,3982,Petrol,Internal Combustion Engine (ICE),298
3939,Automatic,1950,Diesel,Internal Combustion Engine (ICE),154
3940,Automatic,1950,Diesel,Internal Combustion Engine (ICE),191
3941,Automatic,1950,Diesel,Internal Combustion Engine (ICE),167
3942,Automatic,1950,Diesel,Internal Combustion Engine (ICE),188
3943,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),185
3944,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),217
3945,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),52
3946,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),68
3947,Automatic,2996,Petrol,Internal Combustion Engine (ICE),230
3948,Automatic,2996,Petrol,Internal Combustion Engine (ICE),244
3949,Automatic,3982,Petrol,Internal Combustion Engine (ICE),186
3950,Automatic,3982,Petrol,Internal Combustion Engine (ICE),218
3951,Automatic,1950,Diesel,Internal Combustion Engine (ICE),152
3952,Automatic,1950,Diesel,Internal Combustion Engine (ICE),191
3953,Automatic,1950,Diesel,Internal Combustion Engine (ICE),167
3954,Automatic,1950,Diesel,Internal Combustion Engine (ICE),186
3955,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),185
3956,Automatic,1991,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),217
3957,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),52
3958,Automatic,1991,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),67
3959,Automatic,2925,Diesel,Internal Combustion Engine (ICE),188
3960,Automatic,2925,Diesel,Internal Combustion Engine (ICE),240
3961,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),241
3962,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),251
3963,Automatic,1950,Diesel,Internal Combustion Engine (ICE),187
3964,Automatic,1950,Diesel,Internal Combustion Engine (ICE),218
3965,Automatic,2925,Diesel,Internal Combustion Engine (ICE),186
3966,Automatic,2925,Diesel,Internal Combustion Engine (ICE),240
3967,Automatic,2925,Diesel,Internal Combustion Engine (ICE),189
3968,Automatic,2925,Diesel,Internal Combustion Engine (ICE),240
3969,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),241
3970,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),251
3971,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),276
3972,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),287
3973,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),204
3974,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),249
3975,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),18
3976,Automatic,1950,Electricity / Diesel,Plug-in Hybrid Electric Vehicle (PHEV),24
3977,Automatic,2925,Diesel,Internal Combustion Engine (ICE),210
3978,Automatic,2925,Diesel,Internal Combustion Engine (ICE),252
3979,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),286
3980,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),295
3981,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),295
3982,Automatic,3982,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),305
3983,Automatic,3982,Petrol,Internal Combustion Engine (ICE),287
3984,Automatic,3982,Petrol,Internal Combustion Engine (ICE),288
3985,Automatic,3982,Petrol,Internal Combustion Engine (ICE),290
3986,Automatic,3982,Petrol,Internal Combustion Engine (ICE),290
3987,Automatic,3982,Petrol,Internal Combustion Engine (ICE),292
3988,Automatic,3982,Petrol,Internal Combustion Engine (ICE),292
3989,Automatic,3982,Petrol,Internal Combustion Engine (ICE),289
3990,Automatic,3982,Petrol,Internal Combustion Engine (ICE),291
3991,Automatic,3982,Petrol,Internal Combustion Engine (ICE),288
3992,Automatic,3982,Petrol,Internal Combustion Engine (ICE),289
3993,Automatic,3982,Petrol,Internal Combustion Engine (ICE),268
3994,Automatic,3982,Petrol,Internal Combustion Engine (ICE),273
3995,Automatic,3982,Petrol,Internal Combustion Engine (ICE),235
3996,Automatic,3982,Petrol,Internal Combustion Engine (ICE),243
3997,Automatic,3982,Petrol,Internal Combustion Engine (ICE),268
3998,Automatic,3982,Petrol,Internal Combustion Engine (ICE),273
3999,Automatic,3982,Petrol,Internal Combustion Engine (ICE),235
4000,Automatic,3982,Petrol,Internal Combustion Engine (ICE),243
4001,Automatic,3982,Petrol,Internal Combustion Engine (ICE),263
4002,Automatic,3982,Petrol,Internal Combustion Engine (ICE),276
4003,Automatic,2925,Diesel,Internal Combustion Engine (ICE),168
4004,Automatic,2925,Diesel,Internal Combustion Engine (ICE),190
4005,Automatic,2999,Petrol,Internal Combustion Engine (ICE),177
4006,Automatic,2999,Petrol,Internal Combustion Engine (ICE),193
4007,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),177
4008,Automatic,2999,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),193
4009,Automatic,2996,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),51
4010,Automatic,2996,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),60
4011,Automatic,2925,Diesel,Internal Combustion Engine (ICE),168
4012,Automatic,2925,Diesel,Internal Combustion Engine (ICE),188
4013,Automatic,2996,Petrol,Internal Combustion Engine (ICE),215
4014,Automatic,2996,Petrol,Internal Combustion Engine (ICE),221
4015,Automatic,4663,Petrol,Internal Combustion Engine (ICE),235
4016,Automatic,4663,Petrol,Internal Combustion Engine (ICE),244
4017,Automatic,2996,Petrol,Internal Combustion Engine (ICE),197
4018,Automatic,2996,Petrol,Internal Combustion Engine (ICE),201
4019,Automatic,1991,Petrol,Internal Combustion Engine (ICE),166
4020,Automatic,1991,Petrol,Internal Combustion Engine (ICE),178
4021,Manual,1991,Petrol,Internal Combustion Engine (ICE),159
4022,Manual,1991,Petrol,Internal Combustion Engine (ICE),171
4023,Automatic,1991,Petrol,Internal Combustion Engine (ICE),171
4024,Automatic,1991,Petrol,Internal Combustion Engine (ICE),182
4025,Manual,1950,Diesel,Internal Combustion Engine (ICE),140
4026,Automatic,1332,Petrol,Internal Combustion Engine (ICE),134
4027,Automatic,1332,Petrol,Internal Combustion Engine (ICE),151
4028,Manual,1332,Petrol,Internal Combustion Engine (ICE),133
4029,Manual,1332,Petrol,Internal Combustion Engine (ICE),150
4030,Automatic,1950,Diesel,Internal Combustion Engine (ICE),126
4031,Automatic,1950,Diesel,Internal Combustion Engine (ICE),143
4032,Automatic,1991,Petrol,Internal Combustion Engine (ICE),152
4033,Automatic,1991,Petrol,Internal Combustion Engine (ICE),168
4034,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),22
4035,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),31
4036,Automatic,1991,Petrol,Internal Combustion Engine (ICE),188
4037,Automatic,1991,Petrol,Internal Combustion Engine (ICE),200
4038,Automatic,1991,Petrol,Internal Combustion Engine (ICE),198
4039,Automatic,1991,Petrol,Internal Combustion Engine (ICE),207
4040,Automatic,1332,Petrol,Internal Combustion Engine (ICE),134
4041,Automatic,1332,Petrol,Internal Combustion Engine (ICE),151
4042,Manual,1332,Petrol,Internal Combustion Engine (ICE),133
4043,Manual,1332,Petrol,Internal Combustion Engine (ICE),150
4044,Automatic,1950,Diesel,Internal Combustion Engine (ICE),130
4045,Automatic,1950,Diesel,Internal Combustion Engine (ICE),146
4046,Manual,1950,Diesel,Internal Combustion Engine (ICE),125
4047,Automatic,1332,Petrol,Internal Combustion Engine (ICE),133
4048,Automatic,1332,Petrol,Internal Combustion Engine (ICE),150
4049,Manual,1332,Petrol,Internal Combustion Engine (ICE),131
4050,Manual,1332,Petrol,Internal Combustion Engine (ICE),148
4051,Automatic,1950,Diesel,Internal Combustion Engine (ICE),128
4052,Automatic,1950,Diesel,Internal Combustion Engine (ICE),144
4053,Manual,1950,Diesel,Internal Combustion Engine (ICE),124
4054,Manual,1950,Diesel,Internal Combustion Engine (ICE),139
4055,Automatic,1332,Petrol,Internal Combustion Engine (ICE),133
4056,Automatic,1332,Petrol,Internal Combustion Engine (ICE),150
4057,Manual,1332,Petrol,Internal Combustion Engine (ICE),131
4058,Manual,1332,Petrol,Internal Combustion Engine (ICE),148
4059,Automatic,1950,Diesel,Internal Combustion Engine (ICE),125
4060,Automatic,1950,Diesel,Internal Combustion Engine (ICE),141
4061,Automatic,1950,Diesel,Internal Combustion Engine (ICE),127
4062,Automatic,1950,Diesel,Internal Combustion Engine (ICE),142
4063,Automatic,1991,Petrol,Internal Combustion Engine (ICE),150
4064,Automatic,1991,Petrol,Internal Combustion Engine (ICE),166
4065,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),20
4066,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),30
4067,Automatic,1991,Petrol,Internal Combustion Engine (ICE),182
4068,Automatic,1991,Petrol,Internal Combustion Engine (ICE),193
4069,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
4070,Automatic,1332,Petrol,Internal Combustion Engine (ICE),154
4071,Automatic,1950,Diesel,Internal Combustion Engine (ICE),133
4072,Automatic,1950,Diesel,Internal Combustion Engine (ICE),150
4073,Automatic,1332,Petrol,Internal Combustion Engine (ICE),137
4074,Automatic,1332,Petrol,Internal Combustion Engine (ICE),154
4075,Automatic,1950,Diesel,Internal Combustion Engine (ICE),130
4076,Automatic,1950,Diesel,Internal Combustion Engine (ICE),148
4077,Automatic,1950,Diesel,Internal Combustion Engine (ICE),132
4078,Automatic,1950,Diesel,Internal Combustion Engine (ICE),149
4079,Automatic,1991,Petrol,Internal Combustion Engine (ICE),155
4080,Automatic,1991,Petrol,Internal Combustion Engine (ICE),172
4081,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),23
4082,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),33
4083,Automatic,2996,Petrol,Internal Combustion Engine (ICE),227
4084,Automatic,2996,Petrol,Internal Combustion Engine (ICE),233
4085,Automatic,3982,Petrol,Internal Combustion Engine (ICE),253
4086,Automatic,3982,Petrol,Internal Combustion Engine (ICE),259
